SN0	# serial number
R1	# resistor number
13	# minimum resistance value
275	# maximum resistance value
264	# number of resistances
# Rnominal, Registers[1-4], Ractual, Rerror
0.0	0	0	0	0	0.160	+0.160
13.0	0	0	1	1	13.110	-0.110
14.0	1	1	2	2	14.070	-0.070
15.0	2	2	2	3	15.050	-0.050
16.0	4	3	3	3	16.050	+0.050
17.0	5	4	4	4	16.900	+0.100
18.0	5	5	5	5	17.940	+0.060
19.0	7	6	6	6	19.070	+0.070
20.0	7	7	7	7	20.050	-0.050
21.0	8	8	8	8	20.960	+0.040
22.0	8	9	9	9	21.930	-0.070
23.0	10	10	10	10	23.050	-0.050
24.0	10	11	11	11	24.010	-0.010
25.0	12	12	12	11	25.010	+0.010
26.0	13	13	13	12	25.910	+0.090
27.0	13	14	14	14	26.890	-0.110
28.0	14	15	15	15	28.030	-0.030
29.0	16	16	16	15	29.030	+0.030
30.0	16	16	16	17	30.000	-0.000
31.0	18	17	17	17	31.000	+0.000
32.0	19	18	18	18	31.950	+0.050
33.0	19	19	19	19	32.990	+0.010
34.0	19	20	20	20	34.000	-0.000
35.0	21	21	21	20	35.000	+0.000
36.0	22	22	22	21	35.990	+0.010
37.0	23	23	23	22	36.940	+0.060
38.0	23	24	24	24	38.070	-0.070
39.0	24	24	25	25	39.050	-0.050
40.0	25	25	26	26	40.010	-0.010
41.0	27	27	26	26	41.010	+0.010
42.0	27	27	27	28	42.020	-0.020
43.0	29	28	28	28	43.020	+0.020
44.0	29	29	30	30	44.050	-0.050
45.0	30	30	30	31	44.950	-0.050
46.0	33	32	32	32	45.960	+0.040
47.0	32	32	33	33	46.880	-0.120
48.0	33	34	34	34	48.050	-0.050
49.0	35	35	35	34	49.050	+0.050
50.0	36	36	35	35	50.090	+0.090
51.0	36	36	36	37	50.900	-0.100
52.0	37	37	37	38	51.900	-0.100
53.0	39	38	38	38	52.900	+0.100
54.0	39	39	39	40	54.030	-0.030
55.0	41	40	40	40	55.030	+0.030
56.0	41	41	41	41	56.070	-0.070
57.0	42	42	42	42	56.910	+0.090
58.0	42	43	43	43	57.960	-0.040
59.0	44	44	44	43	58.960	+0.040
60.0	45	45	45	44	59.890	+0.110
61.0	45	46	46	46	61.060	-0.060
62.0	46	46	47	47	61.940	-0.060
63.0	49	49	48	48	62.970	+0.030
64.0	48	49	49	49	64.040	-0.040
65.0	49	50	50	50	64.990	-0.010
66.0	51	51	51	50	65.990	+0.010
67.0	52	52	51	51	66.980	+0.020
68.0	52	52	52	53	67.930	-0.070
69.0	54	53	53	53	68.930	+0.070
70.0	54	54	54	55	70.060	-0.060
71.0	55	55	55	56	71.040	-0.040
72.0	57	56	56	56	72.040	+0.040
